time,logger,level,message,exception
2012-08-15 06:39:00.5676,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index Album%2fSoldByArtist:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Album_2fSoldByArtist : AbstractViewGenerator
{
	public Index_Album_2fSoldByArtist()
	{
		this.ViewText = @""docs.Albums
	.Select(x => new {ArtistId = x.Artist.Id, ArtistName = x.Artist.Name, AlbumsSold = x.CountSold})
results
	.GroupBy(result => result.ArtistId)
	.Select(g => new {ArtistId = g.Key, ArtistName = g.FirstOrDefault().ArtistName, AlbumsSold = g.Sum(x => ((System.Int32)(x.AlbumsSold)))})

"";
		this.ForEntityNames.Add(""Albums"");
		this.AddMapDefinition(docs => docs.Where(__document => string.Equals(__document[""@metadata""][""Raven-Entity-Name""], ""Albums"", System.StringComparison.InvariantCultureIgnoreCase)).Select((Func<dynamic, dynamic>)(x => new { ArtistId = x.Artist.Id, ArtistName = x.Artist.Name, AlbumsSold = x.CountSold, __document_id = x.__document_id })));
		this.ReduceDefinition = results => results.GroupBy((Func<dynamic, dynamic>)(result => result.ArtistId)).Select((Func<IGrouping<dynamic,dynamic>, dynamic>)(g => new { ArtistId = g.Key, ArtistName = g.FirstOrDefault().ArtistName, AlbumsSold = g.Sum((Func<dynamic, System.Int32>)(x => ((System.Int32)(x.AlbumsSold)))) }));
		this.GroupByExtraction = result => result.ArtistId;
		this.AddField(""ArtistId"");
		this.AddField(""ArtistName"");
		this.AddField(""AlbumsSold"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Album_2fSoldByArtist : AbstractViewGenerator
{
	public Index_Album_2fSoldByArtist()
	{
		this.ViewText = @""docs.Albums
	.Select(x => new {ArtistId = x.Artist.Id, ArtistName = x.Artist.Name, AlbumsSold = x.CountSold})
results
	.GroupBy(result => result.ArtistId)
	.Select(g => new {ArtistId = g.Key, ArtistName = g.FirstOrDefault().ArtistName, AlbumsSold = g.Sum(x => ((System.Int32)(x.AlbumsSold)))})

"";
		this.ForEntityNames.Add(""Albums"");
		this.AddMapDefinition(docs => docs.Where(__document => string.Equals(__document[""@metadata""][""Raven-Entity-Name""], ""Albums"", System.StringComparison.InvariantCultureIgnoreCase)).Select((Func<dynamic, dynamic>)(x => new { ArtistId = x.Artist.Id, ArtistName = x.Artist.Name, AlbumsSold = x.CountSold, __document_id = x.__document_id })));
		this.ReduceDefinition = results => results.GroupBy((Func<dynamic, dynamic>)(result => result.ArtistId)).Select((Func<IGrouping<dynamic,dynamic>, dynamic>)(g => new { ArtistId = g.Key, ArtistName = g.FirstOrDefault().ArtistName, AlbumsSold = g.Sum((Func<dynamic, System.Int32>)(x => ((System.Int32)(x.AlbumsSold)))) }));
		this.GroupByExtraction = result => result.ArtistId;
		this.AddField(""ArtistId"");
		this.AddField(""ArtistName"");
		this.AddField(""AlbumsSold"");
	}
}
",
2012-08-15 06:39:00.7646,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index Albums%2fByTitle:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Albums_2fByTitle : AbstractViewGenerator
{
	public Index_Albums_2fByTitle()
	{
		this.ViewText = @""docs.Albums
	.Select(album => new {Title = album.Title})
"";
		this.ForEntityNames.Add(""Albums"");
		this.AddMapDefinition(docs => docs.Where(__document => string.Equals(__document[""@metadata""][""Raven-Entity-Name""], ""Albums"", System.StringComparison.InvariantCultureIgnoreCase)).Select((Func<dynamic, dynamic>)(album => new { Title = album.Title, __document_id = album.__document_id })));
		this.AddField(""Title"");
		this.AddField(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Albums_2fByTitle : AbstractViewGenerator
{
	public Index_Albums_2fByTitle()
	{
		this.ViewText = @""docs.Albums
	.Select(album => new {Title = album.Title})
"";
		this.ForEntityNames.Add(""Albums"");
		this.AddMapDefinition(docs => docs.Where(__document => string.Equals(__document[""@metadata""][""Raven-Entity-Name""], ""Albums"", System.StringComparison.InvariantCultureIgnoreCase)).Select((Func<dynamic, dynamic>)(album => new { Title = album.Title, __document_id = album.__document_id })));
		this.AddField(""Title"");
		this.AddField(""__document_id"");
	}
}
",
2012-08-15 06:39:01.0126,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index AlbumsByCountSold:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_AlbumsByCountSold : AbstractViewGenerator
{
	public Index_AlbumsByCountSold()
	{
		this.ViewText = @""from album in docs.Albums
select new { album.CountSold };
"";
		this.ForEntityNames.Add(""Albums"");
		this.AddMapDefinition(docs => from album in docs
			where string.Equals(album[""@metadata""][""Raven-Entity-Name""], ""Albums"", System.StringComparison.InvariantCultureIgnoreCase)
			select new { album.CountSold, __document_id = album.__document_id });
		this.AddField(""__document_id"");
		this.AddField(""CountSold"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForMap(""CountSold"");
		this.AddQueryParameterForReduce(""__document_id"");
		this.AddQueryParameterForReduce(""CountSold"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_AlbumsByCountSold : AbstractViewGenerator
{
	public Index_AlbumsByCountSold()
	{
		this.ViewText = @""from album in docs.Albums
select new { album.CountSold };
"";
		this.ForEntityNames.Add(""Albums"");
		this.AddMapDefinition(docs => from album in docs
			where string.Equals(album[""@metadata""][""Raven-Entity-Name""], ""Albums"", System.StringComparison.InvariantCultureIgnoreCase)
			select new { album.CountSold, __document_id = album.__document_id });
		this.AddField(""__document_id"");
		this.AddField(""CountSold"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForMap(""CountSold"");
		this.AddQueryParameterForReduce(""__document_id"");
		this.AddQueryParameterForReduce(""CountSold"");
	}
}
",
2012-08-15 06:39:01.2356,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index AlbumsByGenre:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_AlbumsByGenre : AbstractViewGenerator
{
	public Index_AlbumsByGenre()
	{
		this.ViewText = @""from album in docs.Albums
where album.Genre != null
select new { Genre = album.Genre.Id }
"";
		this.ForEntityNames.Add(""Albums"");
		this.AddMapDefinition(docs => from album in docs
			where string.Equals(album[""@metadata""][""Raven-Entity-Name""], ""Albums"", System.StringComparison.InvariantCultureIgnoreCase)
			where album.Genre != null
			select new { Genre = album.Genre.Id, __document_id = album.__document_id });
		this.AddField(""Genre"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Genre.Id"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Genre.Id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_AlbumsByGenre : AbstractViewGenerator
{
	public Index_AlbumsByGenre()
	{
		this.ViewText = @""from album in docs.Albums
where album.Genre != null
select new { Genre = album.Genre.Id }
"";
		this.ForEntityNames.Add(""Albums"");
		this.AddMapDefinition(docs => from album in docs
			where string.Equals(album[""@metadata""][""Raven-Entity-Name""], ""Albums"", System.StringComparison.InvariantCultureIgnoreCase)
			where album.Genre != null
			select new { Genre = album.Genre.Id, __document_id = album.__document_id });
		this.AddField(""Genre"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Genre.Id"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Genre.Id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2012-08-15 06:39:01.4226,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index AlbumsByTitle:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_AlbumsByTitle : AbstractViewGenerator
{
	public Index_AlbumsByTitle()
	{
		this.ViewText = @""docs.Albums
	.Select(x => new {Title = x.Title})
"";
		this.ForEntityNames.Add(""Albums"");
		this.AddMapDefinition(docs => docs.Where(__document => string.Equals(__document[""@metadata""][""Raven-Entity-Name""], ""Albums"", System.StringComparison.InvariantCultureIgnoreCase)).Select((Func<dynamic, dynamic>)(x => new { Title = x.Title, __document_id = x.__document_id })));
		this.AddField(""Title"");
		this.AddField(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_AlbumsByTitle : AbstractViewGenerator
{
	public Index_AlbumsByTitle()
	{
		this.ViewText = @""docs.Albums
	.Select(x => new {Title = x.Title})
"";
		this.ForEntityNames.Add(""Albums"");
		this.AddMapDefinition(docs => docs.Where(__document => string.Equals(__document[""@metadata""][""Raven-Entity-Name""], ""Albums"", System.StringComparison.InvariantCultureIgnoreCase)).Select((Func<dynamic, dynamic>)(x => new { Title = x.Title, __document_id = x.__document_id })));
		this.AddField(""Title"");
		this.AddField(""__document_id"");
	}
}
",
2012-08-15 06:39:01.6066,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index Artists:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Artists : AbstractViewGenerator
{
	public Index_Artists()
	{
		this.ViewText = @""from album in docs.Albums
select new { album.Artist.Id, album.Artist.Name }
from artist in results
group artist by new { artist.Id, artist.Name } into g
select new { g.Key.Id, g.Key.Name }

"";
		this.ForEntityNames.Add(""Albums"");
		this.AddMapDefinition(docs => from album in docs
			where string.Equals(album[""@metadata""][""Raven-Entity-Name""], ""Albums"", System.StringComparison.InvariantCultureIgnoreCase)
			select new { album.Artist.Id, album.Artist.Name, __document_id = album.__document_id });
		this.ReduceDefinition = results => from artist in results
			group artist by new { artist.Id, artist.Name } into g
			select new { g.Key.Id, g.Key.Name };
		this.GroupByExtraction = artist => new { artist.Id, artist.Name };
		this.AddField(""Id"");
		this.AddField(""Name"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForMap(""Artist.Id"");
		this.AddQueryParameterForMap(""Artist.Name"");
		this.AddQueryParameterForReduce(""__document_id"");
		this.AddQueryParameterForReduce(""Artist.Id"");
		this.AddQueryParameterForReduce(""Artist.Name"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Artists : AbstractViewGenerator
{
	public Index_Artists()
	{
		this.ViewText = @""from album in docs.Albums
select new { album.Artist.Id, album.Artist.Name }
from artist in results
group artist by new { artist.Id, artist.Name } into g
select new { g.Key.Id, g.Key.Name }

"";
		this.ForEntityNames.Add(""Albums"");
		this.AddMapDefinition(docs => from album in docs
			where string.Equals(album[""@metadata""][""Raven-Entity-Name""], ""Albums"", System.StringComparison.InvariantCultureIgnoreCase)
			select new { album.Artist.Id, album.Artist.Name, __document_id = album.__document_id });
		this.ReduceDefinition = results => from artist in results
			group artist by new { artist.Id, artist.Name } into g
			select new { g.Key.Id, g.Key.Name };
		this.GroupByExtraction = artist => new { artist.Id, artist.Name };
		this.AddField(""Id"");
		this.AddField(""Name"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForMap(""Artist.Id"");
		this.AddQueryParameterForMap(""Artist.Name"");
		this.AddQueryParameterForReduce(""__document_id"");
		this.AddQueryParameterForReduce(""Artist.Id"");
		this.AddQueryParameterForReduce(""Artist.Name"");
	}
}
",
2012-08-15 06:39:01.8246,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index Raven%2fDocumentsByEntityName:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Raven_2fDocumentsByEntityName : AbstractViewGenerator
{
	public Index_Raven_2fDocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
let Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""]
select new { Tag, LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""] };
"";
		this.AddMapDefinition(docs => from doc in docs
			let Tag = doc[""@metadata""][""Raven-Entity-Name""]
			select new { Tag, LastModified = (DateTime)doc[""@metadata""][""Last-Modified""], __document_id = doc.__document_id });
		this.AddField(""LastModified"");
		this.AddField(""__document_id"");
		this.AddField(""Tag"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Raven_2fDocumentsByEntityName : AbstractViewGenerator
{
	public Index_Raven_2fDocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
let Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""]
select new { Tag, LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""] };
"";
		this.AddMapDefinition(docs => from doc in docs
			let Tag = doc[""@metadata""][""Raven-Entity-Name""]
			select new { Tag, LastModified = (DateTime)doc[""@metadata""][""Last-Modified""], __document_id = doc.__document_id });
		this.AddField(""LastModified"");
		this.AddField(""__document_id"");
		this.AddField(""Tag"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2012-08-15 06:39:02.0346,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index SoldAlbums:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_SoldAlbums : AbstractViewGenerator
{
	public Index_SoldAlbums()
	{
		this.ViewText = @""from order in docs.Orders
from line in order.Lines
select new{ line.Album, line.Quantity }

from result in results
group result by result.Album into g
select new{ Album = g.Key, Quantity = g.Sum(x=>x.Quantity) }


"";
		this.ForEntityNames.Add(""Orders"");
		this.AddMapDefinition(docs => from order in docs
			where string.Equals(order[""@metadata""][""Raven-Entity-Name""], ""Orders"", System.StringComparison.InvariantCultureIgnoreCase)
			from line in order.Lines
			select new { line.Album, line.Quantity, __document_id = order.__document_id });
		this.ReduceDefinition = results => from result in results
			group result by result.Album into g
			select new { Album = g.Key, Quantity = g.Sum((Func<dynamic, decimal>)(x => (decimal)(x.Quantity))) };
		this.GroupByExtraction = result => result.Album;
		this.AddField(""Album"");
		this.AddField(""Quantity"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForMap(""Lines,Album"");
		this.AddQueryParameterForMap(""Lines,Quantity"");
		this.AddQueryParameterForReduce(""__document_id"");
		this.AddQueryParameterForReduce(""Lines,Album"");
		this.AddQueryParameterForReduce(""Lines,Quantity"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_SoldAlbums : AbstractViewGenerator
{
	public Index_SoldAlbums()
	{
		this.ViewText = @""from order in docs.Orders
from line in order.Lines
select new{ line.Album, line.Quantity }

from result in results
group result by result.Album into g
select new{ Album = g.Key, Quantity = g.Sum(x=>x.Quantity) }


"";
		this.ForEntityNames.Add(""Orders"");
		this.AddMapDefinition(docs => from order in docs
			where string.Equals(order[""@metadata""][""Raven-Entity-Name""], ""Orders"", System.StringComparison.InvariantCultureIgnoreCase)
			from line in order.Lines
			select new { line.Album, line.Quantity, __document_id = order.__document_id });
		this.ReduceDefinition = results => from result in results
			group result by result.Album into g
			select new { Album = g.Key, Quantity = g.Sum((Func<dynamic, decimal>)(x => (decimal)(x.Quantity))) };
		this.GroupByExtraction = result => result.Album;
		this.AddField(""Album"");
		this.AddField(""Quantity"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForMap(""Lines,Album"");
		this.AddQueryParameterForMap(""Lines,Quantity"");
		this.AddQueryParameterForReduce(""__document_id"");
		this.AddQueryParameterForReduce(""Lines,Album"");
		this.AddQueryParameterForReduce(""Lines,Quantity"");
	}
}
",
2012-08-15 06:39:02.0806,Raven.Database.Indexing.IndexStorage.Startup,Debug,Loading saved index Album/SoldByArtist,
2012-08-15 06:39:02.1326,Raven.Database.Indexing.IndexStorage.Startup,Warn,"Unclean shutdown detected on Album/SoldByArtist, checking the index for errors. This may take a while.",
